Row ID,Order ID,Order Date,Customer Name,Region,Province,Product Category,Product Sub-Category,Product Name,Order Quantity,Sales,Discount,Profit,Ship Mode,Ship Date,Shipping Cost
182,ORD12711,2017-05-06,David Garcia,Central,Florida,Technology,Laptops,Laptops 404,2,819.5,0.5,-302.34,First Class,2019-04-21,10.3
183,ORD31341,2023-06-02,Olivia Davis,West,Texas,Technology,Laptops,Laptops 308,7,2709.02,0.32,-391.6,Same Day,2018-07-20,22.72
184,ORD28140,2018-03-17,Sophia Rodriguez,Central,Texas,Office Supplies,Binders,Binders 484,10,895.08,0.16,-48.08,First Class,2018-12-09,43.36
185,ORD23898,2022-08-06,Emma Miller,East,Oregon,Furniture,Chairs,Chairs 458,7,2310.73,0.42,-391.11,Standard Class,2022-10-13,45.98
186,ORD21392,2018-01-03,Charlie Jones,Centraly,Illinois,Furniture,Tables,Tables 311,4,546.88,0.24,0.76,Second Class,2022-09-26,29.02
187,ORD88602,2018-03-24,Olivia Davis,West,Washington,Furniture,Chairs,Chairs 987,2,604.33,0.39,-89.2,Same Day,2015-10-05,49.98
188,ORD25927,2024-10-08,Emma Miller,South,Florida,Technology,Monitors,Monitors 603,3,1086.23,0.31,-216.78,Same Day,2024-06-20,10.84
189,ORD34484,2017-02-20,Sophia Rodriguez,West,New York,Office Supplies,Binders,Binders 871,3,874.23,0.48,-238.15,Same Day,2017-10-12,17.15
190,ORD62728,2020-06-27,Liam Martinez,Central,Illinois,Office Supplies,Pens,Pens 199,9,2124.04,0.3,-82.48,First Class,2015-11-22,20.94
191,ORD69618,2023-05-26,Sophia Rodriguez,South,Texas,Office Supplies,Pens,Pens 511,7,2520.58,0.4,-306.37,Standard Class,2021-02-07,37.11
192,ORD60506,2022-02-02,David Garcia,West,Texas,Office Supplies,Paper,Paper 766,2,771.17,0.39,-72.3,Same Day,2015-01-01,17.38
193,ORD22103,2020-08-11,John Smith,West,Oregon,Office Supplies,Pens,Pens 833,8,548.38,0.15,-22.67,Same Day,2022-06-22,49.27
194,ORD48688,2019-04-17,David Garcia,West,California,Technology,Monitors,Monitors 655,10,4603.95,0.19,278.24,First Class,2017-02-07,7.69
195,ORD72010,2016-03-04,Emma Miller,South,Florida,Technology,Monitors,Monitors 538,9,2084.24,0.14,36.37,First Class,2024-02-17,43.63
196,ORD48428,2024-08-03,Sophia Rodriguez,East,Washington,Furniture,Tables,Tables 901,9,4318.93,0.1,528.61,Second Class,2016-02-24,5.79
197,ORD68933,2019-08-14,Emma Miller,East,Florida,Office Supplies,Binders,Binders 752,7,665.41,0.06,89.58,Standard Class,2018-11-01,21.04
198,ORD62158,2023-09-24,Emma Miller,East,Florida,Furniture,Bookcases,Bookcases 456,4,333.44,0.08,44.92,Second Class,2016-12-25,18.88
199,ORD63790,2021-01-27,Alice Williams,West,Oregon,Furniture,Bookcases,Bookcases 249,10,317.46,0.15,35.34,Second Class,2022-02-05,44.33
200,ORD75788,2024-09-04,Bob Brown,East,Florida,Technology,Printers,Printers 250,1,123.64,0.36,-25.23,Standard Class,2020-06-11,34.02
201,ORD29976,2020-11-01,Jane Johnson,West,Arizona,Technology,Printers,Printers 604,9,2516.63,0.19,-71.9,First Class,2020-10-21,47.07
202,ORD82463,2020-05-19,David Garcia,North,Arizona,Furniture,Tables,Tables 744,4,1696.73,0.04,197.81,Standard Class,2018-08-06,35.68
203,ORD43181,2018-02-14,Bob Brown,Central,Washington,Office Supplies,Pens,Pens 503,1,100.31,0.13,-0.73,Second Class,2016-08-15,36.07
204,ORD42734,2021-07-28,Olivia Davis,Central,Arizona,Furniture,Chairs,Chairs 214,4,626.13,0.08,109.37,Same Day,2024-06-24,11.47
205,ORD54587,2016-06-21,John Smith,West,Washington,Office Supplies,Paper,Paper 299,1,121.02,0.46,-19.53,Second Class,2015-06-03,33.72
206,ORD85184,2018-02-19,Olivia Davis,North,Illinois,Furniture,Bookcases,Bookcases 990,10,3604.4,0.05,844.96,Second Class,2021-09-15,31.85
207,ORD95282,2023-06-02,Jane Johnson,Central,Washington,Technology,Laptops,Laptops 223,1,461.82,0.34,-78.62,Standard Class,2016-01-25,9.83
183,ORD31341,2023-06-02,Olivia Davis,West,Texas,Technology,Laptops,Laptops 308,7,2709.02,0.32,-391.6,Same Day,2018-07-20,22.72
209,ORD12276,2019-12-07,John Smith,East,Oregon,Office Supplies,Binders,Binders 730,2,446.62,0.23,14.22,Second Class,2023-06-20,48.76
210,ORD84365,2018-12-21,John Smith,East,Illinois,Office Supplies,Paper,Paper 250,7,2319.4,0.01,339.44,Standard Class,2016-01-06,16.9
211,ORD16875,2022-10-14,Liam Martinez,East,New York,Technology,Laptops,Laptops 780,4,420.99,0.15,6.89,Same Day,2020-11-23,18.71
212,ORD65681,2015-08-24,Olivia Davis,West,Arizona,Furniture,Tables,Tables 780,10,4189.52,0.35,-275.64,Same Day,2024-05-28,36.44
47,ORD88234,2015-06-10,Jane Johnson,West,Illinois,Office Supplies,Paper,Paper 678,9,2585.67,0.38,-386.9,Second Class,2020-09-09,39.32
214,ORD52783,2024-01-15,Liam Martinez,South,Illinois,Office Supplies,Paper,Paper 825,6,178.68,0.29,-30.61,Second Class,2017-05-23,13.46
66,ORD24551,2015-05-03,Alice Williams,West,Washington,Furniture,Bookcases,Bookcases 649,8,1790.78,0.16,145.5,First Class,2018-06-21,37.5
216,ORD87075,2023-01-03,Olivia Davis,East,California,Office Supplies,Paper,Paper 605,9,1060.8,0.29,-145.93,Second Class,2020-09-05,41.75
217,ORD26559,2019-12-19,Emma Miller,North,California,Office Supplies,Pens,Pens 102,9,1331.36,0.03,97.26,Standard Class,2023-06-15,22.06
218,ORD84233,2021-08-04,John Smith,East,Illinois,Office Supplies,Binders,Binders 483,2,560.57,0.05,79.48,Standard Class,2017-09-02,38.05
219,ORD90620,2017-04-01,John Smith,East,Illinois,Furniture,Bookcases,Bookcases 127,7,1148.69,0.21,39.5,Second Class,2022-02-07,28.88
220,ORD73724,2015-10-13,Liam Martinez,East,Florida,Technology,Printers,Printers 572,6,2557.2,0.27,-203.32,First Class,2016-10-01,33.01
221,ORD69627,2015-10-15,Liam Martinez,South,California,Office Supplies,Binders,Binders 135,3,1022.7,0.42,-189.72,First Class,2024-08-07,40.19
222,ORD41153,2020-11-12,Jane Johnson,North,Florida,Furniture,Chairs,Chairs 973,4,102.89,0.36,-10.1,First Class,2015-01-08,12.53
223,ORD61914,2023-12-03,David Garcia,West,New York,Furniture,Tables,Tables 277,8,3224.0,0.05,698.07,Standard Class,2016-11-27,27.72
224,ORD74637,2016-11-25,Bob Brown,East,Illinois,Furniture,Chairs,Chairs 956,9,1373.09,0.46,-292.09,Standard Class,2020-02-17,36.16
225,ORD41677,2020-02-21,Emma Miller,North,Florida,Office Supplies,Paper,Paper 431,6,2235.84,0.48,-658.03,First Class,2024-08-01,21.25
226,ORD74125,2018-01-14,Bob Brown,East,California,Furniture,Tables,Tables 864,2,392.32,0.36,-83.81,Second Class,2020-02-17,22.77
227,ORD13195,2023-03-24,Bob Brown,North,Texas,Furniture,Tables,Tables 518,2,808.51,0.14,74.54,Same Day,2021-04-07,15.61
228,ORD96966,2020-02-02,Charlie Jones,West,Illinois,Furniture,Bookcases,Bookcases 738,10,1670.89,0.49,-613.49,Standard Class,2024-12-15,21.56
229,ORD36439,2024-05-20,Alice Williams,South,California,Technology,Laptops,Laptops 193,5,1701.15,0.28,-181.62,First Class,2015-05-28,20.99
230,ORD17766,2018-07-07,Alice Williams,South,Washington,Technology,Printers,Printers 177,2,922.95,0.27,-148.43,Standard Class,2017-03-11,29.77
231,ORD58208,2021-02-07,Charlie Jones,North,Florida,Technology,Printers,Printers 469,7,1936.44,0.46,-335.12,Standard Class,2021-06-07,44.86
10,ORD50618,2020-09-02,David Garcia,South,Washington,Office Supplies,Paper,Paper 866,6,996.01,0.09,200.21,First Class,2024-03-04,6.86
233,ORD65776,2018-08-06,John Smith,East,Illinois,Office Supplies,Paper,Paper 890,8,1688.94,0.28,23.66,Standard Class,2020-11-09,29.55
234,ORD24544,2020-06-28,Bob Brown,East,California,Furniture,Chairs,Chairs 661,1,404.64,0.08,23.24,Same Day,2015-03-27,40.84
235,ORD42601,2024-06-07,Liam Martinez,Central,Illinois,Technology,Laptops,Laptops 992,8,1759.85,0.43,-510.75,Same Day,2022-12-25,33.34
236,ORD16020,2024-12-28,Charlie Jones,North,Illinois,Office Supplies,Paper,Paper 503,4,1628.39,0.14,238.65,Second Class,2023-02-04,13.16
237,ORD76876,2018-07-14,David Garcia,West,Illinois,Furniture,Tables,Tables 339,1,470.67,0.36,-80.58,Same Day,2015-03-11,46.79
238,ORD36044,2016-09-04,Charlie Jones,East,New York,Technology,Laptops,Laptops 432,1,307.09,0.3,-18.52,First Class,2019-10-07,20.68
239,ORD18520,2017-07-03,Alice Williams,Central,California,Technology,Laptops,Laptops 309,6,2499.29,0.38,-457.81,Second Class,2018-12-07,21.77
240,ORD67673,2024-10-20,John Smith,South,Illinois,Technology,Printers,Printers 748,10,4098.15,0.37,-551.09,Standard Class,2015-10-26,31.81
241,ORD64087,2021-05-07,Emma Miller,South,California,Technology,Printers,Printers 785,4,786.94,0.12,40.93,Same Day,2023-03-13,10.75
242,ORD31165,2016-01-01,David Garcia,South,Texas,Furniture,Bookcases,Bookcases 198,5,1214.34,0.45,-324.64,Same Day,2016-06-26,23.07
243,ORD33041,2023-05-15,Alice Williams,West,New York,Furniture,Chairs,Chairs 385,2,474.41,0.36,-56.24,Second Class,2020-06-02,49.2
244,ORD51615,2022-09-03,Sophia Rodriguez,West,California,Furniture,Tables,Tables 828,4,1275.69,0.3,-95.3,Same Day,2016-01-06,32.41
245,ORD97575,2019-09-19,Emma Miller,South,Oregon,Technology,Printers,Printers 614,3,623.36,0.49,-206.04,Standard Class,2022-05-04,22.38
246,ORD31028,2018-05-18,Sophia Rodriguez,East,Florida,Furniture,Tables,Tables 142,7,2702.45,0.2,240.65,Standard Class,2021-11-11,29.26
247,ORD75412,2021-03-19,Emma Miller,North,Oregon,,Tables,Tables 438,4,933.33,0.49,-190.07,Same Day,2023-09-24,48.58
248,ORD73400,2015-02-01,Emma Miller,West,Illinois,Technology,Laptops,Laptops 644,2,337.58,0.26,-14.19,Second Class,2018-02-27,18.55
249,ORD49024,2019-04-03,Liam Martinez,East,Oregon,Furniture,Chairs,Chairs 714,2,848.19,0.0,155.26,Same Day,2019-12-10,28.27
250,ORD56994,2024-12-23,Emma Miller,South,Florida,Technology,Monitors,Monitors 868,4,440.23,0.45,-80.08,Standard Class,2021-01-13,15.84
251,ORD22582,2022-08-09,Charlie Jones,South,Washington,Office Supplies,Pens,Pens 549,1,279.17,0.11,29.32,Standard Class,2023-11-19,19.5
252,ORD90453,2016-01-12,Olivia Davis,West,Arizona,Furniture,Tables,Tables 316,1,102.7,0.48,-20.76,First Class,2020-04-06,20.08
253,ORD90621,2016-07-06,Sophia Rodriguez,Central,Texas,Technology,Monitors,Monitors 340,6,869.9,0.42,-241.84,First Class,2016-12-25,20.37
254,ORD70400,2019-11-23,Bob Brown,Central,Arizona,Technology,Printers,Printers 359,3,1152.3,0.5,-407.66,Standard Class,2017-10-20,18.6
255,ORD58314,2016-02-07,Bob Brown,West,Washington,Furniture,Tables,Tables 264,5,60.89,0.39,-16.77,Same Day,2024-05-11,17.8
256,ORD83828,2023-04-27,Olivia Davis,Central,Texas,Technology,Monitors,Monitors 598,1,457.42,0.39,-77.16,Standard Class,2024-01-23,5.19
257,ORD44609,2019-10-23,Charlie Jones,North,New York,Furniture,Tables,Tables 460,1,430.84,0.11,79.19,Standard Class,2017-03-20,13.73
258,ORD88173,2018-09-11,Olivia Davis,North,California,Office Supplies,Pens,Pens 850,10,350.78,0.16,1.14,First Class,2015-08-03,38.71
259,ORD12711,2022-11-04,Emma Miller,South,Illinois,Furniture,Tables,Tables 588,3,139.01,0.17,11.56,First Class,2018-03-03,31.08
260,ORD86526,2019-07-16,Bob Brown,East,New York,Technology,Laptops,Laptops 872,7,2486.56,0.04,232.34,Same Day,2019-07-13,14.49
261,ORD93196,2017-09-11,Sophia Rodriguez,South,Oregon,Furniture,Chairs,Chairs 226,3,1457.9,0.42,-248.54,Standard Class,2022-06-21,38.95
262,ORD87962,2021-02-01,Bob Brown,Central,Arizona,Furniture,Bookcases,Bookcases 439,1,20.67,0.45,-5.73,First Class,2015-06-03,39.16
263,ORD91846,2022-08-21,Liam Martinez,Central,New York,Office Supplies,Pens,Pens 417,7,1647.96,0.35,-189.55,First Class,2016-06-08,42.56
221,ORD69627,2015-10-15,Liam Martinez,South,California,Office Supplies,Binders,Binders 135,3,1022.7,0.42,-189.72,First Class,2024-08-07,40.19
265,ORD24741,2019-11-06,David Garcia,South,California,Technology,Laptops,Laptops 351,8,987.21,0.13,60.16,First Class,2022-04-08,21.68
266,ORD10005,2015-07-15,David Garcia,East,Washington,Technology,Monitors,Monitors 723,7,2774.54,0.23,21.36,Standard Class,2016-07-26,22.82
267,ORD50117,2020-12-01,Alice Williams,Central,Washington,Technology,Laptops,Laptops 730,3,872.82,0.36,-111.58,Second Class,2021-11-20,26.89
268,ORD19240,2022-04-19,Alice Williams,South,Texas,Technology,Laptops,Laptops 359,1,250.95,0.31,-45.03,Standard Class,2015-04-01,32.09
269,ORD63041,2023-09-03,David Garcia,West,New York,Office Supplies,Pens,Pens 539,2,310.78,0.13,5.46,Same Day,2020-04-26,8.83
270,ORD32496,2024-03-23,Alice Williams,South,Illinois,Office Supplies,Binders,Binders 533,10,4921.03,0.3,-760.59,Second Class,2015-07-07,26.16
271,ORD80631,2018-03-19,Alice Williams,North,Washington,Technology,Laptops,Laptops 497,6,569.1,0.49,-180.17,Second Class,2019-09-17,31.96
272,ORD37294,2015-08-08,Emma Miller,East,Washington,Technology,Monitors,Monitors 602,6,1600.44,0.42,-311.98,Standard Class,2023-01-05,8.92
245,ORD97575,2019-09-19,Emma Miller,South,Oregon,Technology,Printers,Printers 614,3,623.36,0.49,-206.04,Standard Class,2022-05-04,22.38
274,ORD89718,2024-03-09,Liam Martinez,North,California,Technology,Laptops,Laptops 651,7,1246.32,0.33,-165.62,Same Day,2024-09-04,11.16
275,ORD23402,2021-08-23,David Garcia,East,Washington,Technology,Printers,Printers 607,3,1014.46,0.17,-14.51,Standard Class,2016-07-03,46.21
276,ORD94541,2022-07-24,Bob Brown,West,Illinois,Technology,Printers,Printers 876,8,2001.74,0.18,27.03,Standard Class,2024-02-10,17.35
277,ORD14568,2015-08-12,Jane Johnson,East,Washington,Technology,Laptops,Laptops 534,4,1722.96,0.14,245.4,Standard Class,2023-09-08,21.34
278,ORD67517,2024-05-24,Bob Brown,North,Illinois,Office Supplies,Pens,Pens 297,4,1453.92,0.24,-37.63,First Class,2019-12-05,8.31
279,ORD20989,2023-01-19,Olivia Davis,West,Illinois,Office Supplies,Paper,Paper 778,4,75.16,0.22,4.61,First Class,2020-04-26,41.19
233,ORD65776,2018-08-06,John Smith,East,Illinois,Office Supplies,Paper,Paper 890,8,1688.94,0.28,23.66,Standard Class,2020-11-09,29.55
281,ORD22885,2019-09-28,David Garcia,West,New York,Office Supplies,Pens,Pens 641,6,1360.11,0.47,-493.51,Second Class,2022-07-25,25.57
282,ORD33666,2019-09-22,David Garcia,East,Texas,Office Supplies,Paper,Paper 408,10,4005.82,0.44,-861.47,Same Day,2017-02-08,21.62
283,ORD21895,2018-05-12,Bob Brown,South,Texas,Technology,Laptops,Laptops 292,9,4259.43,0.29,-586.13,Standard Class,2023-09-14,13.24
284,ORD75360,2019-04-25,Jane Johnson,South,Illinois,Furniture,Chairs,Chairs 866,6,136.83,0.16,-1.55,Same Day,2021-12-08,9.27
285,ORD23528,2020-12-24,Alice Williams,East,Florida,Office Supplies,Paper,Paper 196,4,1362.17,0.04,322.51,Same Day,2015-04-08,18.11
286,ORD15401,2024-11-17,Emma Miller,East,New York,Furniture,Chairs,Chairs 195,6,1592.7,0.42,-413.12,Standard Class,2021-11-06,48.02
287,ORD99838,2021-01-18,Olivia Davis,South,Illinois,Furniture,Bookcases,Bookcases 609,9,170.59,0.29,-26.15,Second Class,2015-03-14,7.7
288,ORD84111,2023-03-27,David Garcia,West,Illinois,Technology,Monitors,Monitors 921,10,3913.93,0.05,439.64,Second Class,2019-08-11,26.19
289,ORD76755,2020-09-27,Emma Miller,West,Arizona,Technology,Printers,Printers 199,2,876.8,0.01,132.07,First Class,2024-06-18,17.59
290,ORD53240,2022-06-25,Charlie Jones,Central,New York,Technology,Monitors,Monitors 889,1,292.11,0.22,-4.87,Standard Class,2021-08-22,40.54
291,ORD64424,2015-07-07,Bob Brown,East,Illinois,Office Supplies,Binders,Binders 605,2,922.54,0.18,-32.89,Second Class,2018-10-10,37.49
292,ORD99819,2020-07-12,Charlie Jones,North,California,Office Supplies,Pens,Pens 103,7,418.23,0.37,-46.09,First Class,2023-05-20,13.61
293,ORD66706,2019-05-20,Liam Martinez,East,Washington,Furniture,Bookcases,Bookcases 155,4,785.58,0.23,-1.48,Same Day,2016-11-04,16.55
294,ORD54161,2015-04-12,Alice Williams,West,Florida,Furniture,Tables,Tables 461,1,222.12,0.1,33.18,Second Class,2019-05-14,33.64
295,ORD74442,2019-10-13,John Smith,West,Illinois,Office Supplies,Binders,Binders 659,1,111.11,0.31,-8.6,Standard Class,2019-05-17,25.52
296,ORD25755,2018-02-28,Olivia Davis,West,California,Furniture,Bookcases,Bookcases 554,7,1592.66,0.09,221.32,Same Day,2021-02-09,14.17
297,ORD68998,2020-11-24,Jane Johnson,East,Arizona,Furniture,Chairs,Chairs 248,2,694.16,0.45,-198.45,Standard Class,2024-11-06,21.38
298,ORD97077,2016-04-04,Bob Brown,Central,Oregon,Furniture,Bookcases,Bookcases 129,10,863.17,0.02,73.45,Same Day,2016-10-07,35.22
299,ORD58877,2020-07-08,Liam Martinez,West,Illinois,Furniture,Chairs,Chairs 414,7,3453.9,0.47,-957.09,First Class,2024-09-14,49.83
300,ORD13995,2020-10-04,John Smith,South,California,Furniture,Bookcases,Bookcases 134,3,528.5,0.06,119.0,Standard Class,2023-12-17,9.89
301,ORD15990,2021-10-06,David Garcia,North,Oregon,Technology,Printers,Printers 116,6,2594.43,0.1,179.26,Same Day,2015-07-26,8.91
302,ORD35526,2019-02-14,Charlie Jones,North,Arizona,Furniture,Tables,Tables 268,1,47.39,0.49,-9.79,Second Class,2021-03-16,25.36
303,ORD80464,2021-08-05,Jane Johnson,West,California,Technology,Laptops,Laptops 483,1,437.1,0.34,-28.26,Standard Class,2023-05-28,18.97
304,ORD79961,2017-01-10,Sophia Rodriguez,South,Washington,Office Supplies,Pens,Pens 243,4,927.53,0.05,129.99,First Class,2020-10-18,34.05
305,ORD71924,2015-10-06,Sophia Rodriguez,North,Oregon,Office Supplies,Pens,Pens 662,2,423.05,0.02,94.1,Second Class,2017-12-24,48.08
306,ORD94352,2016-03-11,David Garcia,East,Florida,Office Supplies,Binders,Binders 782,2,889.59,0.18,28.42,Standard Class,2015-09-08,7.4
307,ORD68387,2022-05-20,Sophia Rodriguez,Centraly,Oregon,Office Supplies,Pens,Pens 277,2,928.26,0.08,203.79,Same Day,2019-12-25,45.16
308,ORD97371,2023-11-06,David Garcia,Central,Florida,Office Supplies,Paper,Paper 638,10,450.92,0.34,-69.28,Standard Class,2024-04-17,7.35
309,ORD51532,2021-05-18,John Smith,Central,California,Technology,Monitors,Monitors 907,4,1449.44,0.23,-15.37,Second Class,2022-09-14,36.81
310,ORD30285,2016-11-09,Jane Johnson,North,Texas,Furniture,Tables,Tables 489,5,934.81,0.5,-344.27,Standard Class,2022-09-14,25.69
311,ORD88091,2018-07-11,Emma Miller,South,Washington,Office Supplies,Pens,Pens 636,4,395.09,0.31,-49.31,First Class,2020-04-27,33.03
312,ORD14746,2022-04-20,Liam Martinez,South,Florida,Office Supplies,Pens,Pens 301,9,3817.76,0.34,-715.01,First Class,2023-06-17,9.0
313,ORD28109,2016-05-15,Bob Brown,North,Texas,Technology,Laptops,Laptops 275,8,2537.28,0.08,441.15,Same Day,2018-04-05,12.1
314,ORD34161,2015-06-10,Bob Brown,West,California,Furniture,Tables,Tables 423,7,3481.72,0.47,-1139.48,Same Day,2024-10-27,27.55
315,ORD47241,2021-10-12,Alice Williams,East,Washington,Furniture,Tables,Tables 625,9,1389.58,0.24,-37.83,Same Day,2018-07-17,45.45
316,ORD47274,2017-03-20,David Garcia,East,Oregon,Technology,Laptops,Laptops 814,2,665.57,0.12,-2.29,Second Class,2017-12-03,29.87
317,ORD11689,2020-09-28,Charlie Jones,South,Oregon,Technology,Printers,Printers 571,7,1868.04,0.22,-60.7,First Class,2022-03-17,12.14
318,ORD57340,2017-12-10,Olivia Davis,South,Oregon,Technology,Printers,Printers 875,2,116.0,0.33,-6.16,Second Class,2023-11-12,23.55
319,ORD18094,2020-09-14,Liam Martinez,South,Arizona,Furniture,Tables,Tables 338,6,1191.61,0.33,-218.47,Standard Class,2023-11-28,5.82
320,ORD13141,2020-08-27,John Smith,South,Texas,Office Supplies,Pens,Pens 701,9,4479.3,0.25,-463.2,Same Day,2023-08-11,32.8
321,ORD77517,2015-08-01,John Smith,East,Texas,Furniture,Chairs,Chairs 670,2,258.53,0.21,-18.35,Second Class,2023-08-08,17.36
322,ORD74119,2016-03-19,Sophia Rodriguez,Centralx,Arizona,Office Supplies,Paper,Paper 835,1,44.9,0.32,-4.77,Second Class,2024-03-20,14.69
323,ORD87630,2021-04-08,Olivia Davis,West,New York,Office Supplies,Pens,Pens 125,3,1111.14,0.43,-253.47,Standard Class,2020-11-15,35.13
324,ORD36979,2021-06-24,John Smith,North,Texas,Furniture,Tables,Tables 130,7,1856.34,0.27,-233.63,Second Class,2024-11-22,9.34
325,ORD50663,2017-12-11,Sophia Rodriguez,East,California,Furniture,Tables,Tables 576,10,4364.26,0.14,25.51,Same Day,2020-07-07,12.82
326,ORD60103,2016-03-15,John Smith,East,Texas,Furniture,Tables,Tables 906,1,439.77,0.23,13.19,First Class,2015-01-02,37.93
327,ORD82869,2023-06-18,John Smith,Central,Florida,Technology,Monitors,Monitors 441,4,862.79,0.39,-99.68,Standard Class,2018-06-17,32.66
328,ORD31248,2022-11-17,Olivia Davis,West,Washington,Office Supplies,Paper,Paper 697,6,2882.35,0.16,7.41,First Class,2018-08-02,39.57
329,ORD93612,2018-11-02,Charlie Jones,West,Texas,Furniture,Bookcases,Bookcases 704,4,1769.23,0.05,291.39,First Class,2020-07-02,22.22
330,ORD11135,2023-03-12,Olivia Davis,South,Texas,Furniture,Chairs,Chairs 923,5,1670.94,0.12,192.0,First Class,2023-01-15,27.48
331,ORD82910,2022-09-02,Alice Williams,South,Oregon,Furniture,Bookcases,Bookcases 728,2,72.71,0.19,-4.26,Standard Class,2024-09-17,9.74
332,ORD11406,2018-05-10,Bob Brown,Westx,Washington,Office Supplies,Paper,Paper 678,5,2395.9,0.2,169.6,Second Class,2023-02-05,15.0
333,ORD89805,2017-06-05,Jane Johnson,North,New York,Furniture,Chairs,Chairs 403,10,3325.65,0.0,463.78,First Class,2021-10-21,42.6
334,ORD27211,2023-10-16,Charlie Jones,East,New York,Technology,Laptops,Laptops 204,9,2317.99,0.05,334.57,Same Day,2019-03-07,28.13
335,ORD61622,2023-02-18,David Garcia,Central,California,Technology,Printers,Printers 760,6,2514.48,0.17,-70.62,Same Day,2020-06-19,18.76
336,ORD90499,2015-07-03,Liam Martinez,South,Oregon,Technology,Printers,Printers 681,8,382.19,0.21,-37.15,Second Class,2022-03-03,5.93
337,ORD28508,2023-12-24,John Smith,South,Illinois,Furniture,Tables,Tables 680,9,1894.39,0.21,130.93,Second Class,2015-08-13,34.49
338,ORD24214,2023-07-13,Jane Johnson,South,New York,Office Supplies,Pens,Pens 533,8,2733.37,0.17,306.09,Same Day,2015-11-18,13.58
339,ORD24747,2020-04-17,Emma Miller,South,California,Office Supplies,Pens,Pens 952,1,442.54,0.03,98.7,Standard Class,2018-09-24,15.48
340,ORD56095,2018-05-18,David Garcia,East,New York,Office Supplies,Pens,Pens 500,9,2223.3,0.1,279.49,Standard Class,2017-09-17,16.16
341,ORD97125,2024-05-27,Sophia Rodriguez,South,Arizona,Furniture,Bookcases,Bookcases 484,6,2993.86,0.22,65.15,Same Day,2023-03-11,18.21
91,ORD25126,2024-11-17,Bob Brown,North,Florida,Office Supplies,Binders,Binders 234,2,62.61,0.44,-15.34,Standard Class,2023-05-23,46.59
343,ORD22619,2017-09-02,Emma Miller,North,California,Furniture,Bookcases,Bookcases 122,10,1218.65,0.43,-310.71,Same Day,2020-11-21,26.26
344,ORD94052,202-15-30,Bob Brown,North,Florida,Technology,Printers,Printers 349,4,1601.54,0.15,221.85,Standard Class,2019-10-16,15.85
345,ORD40550,2024-04-27,John Smith,South,Illinois,Office Supplies,Paper,Paper 768,6,1637.32,0.14,247.76,Second Class,2024-11-11,43.03
346,ORD88868,2018-12-02,Emma Miller,Central,California,Furniture,Bookcases,Bookcases 957,6,2243.36,0.09,462.57,First Class,2022-02-01,11.73
347,ORD53285,2020-09-16,Liam Martinez,North,Illinois,Technology,Monitors,Monitors 776,10,520.87,0.43,-90.38,First Class,2021-12-19,15.85
348,ORD33469,2024-07-23,Jane Johnson,East,Arizona,Technology,Monitors,Monitors 927,1,181.32,0.21,-9.31,Same Day,2015-04-25,17.41
349,ORD52859,2024-03-01,Alice Williams,West,New York,Office Supplies,Pens,Pens 688,10,3827.96,0.02,945.81,First Class,2023-08-26,22.69
350,ORD63466,2018-01-23,Sophia Rodriguez,East,Florida,Technology,Printers,Printers 937,6,588.5,0.49,-224.57,First Class,2020-02-10,47.94
351,ORD37043,2015-03-12,John Smith,Central,Florida,Office Supplies,Paper,Paper 631,3,1189.29,0.09,171.0,Second Class,2018-08-12,18.18
352,ORD92666,2017-08-22,Alice Williams,West,Texas,Office Supplies,Paper,Paper 935,7,1783.55,0.29,-82.59,Second Class,2015-08-04,42.04
353,ORD69047,2019-11-21,Jane Johnson,West,Illinois,Office Supplies,Pens,Pens 109,7,3087.47,0.45,-499.33,Second Class,2016-10-03,20.12
354,ORD76057,2020-09-27,Bob Brown,Central,Florida,Office Supplies,Binders,Binders 657,6,2663.35,0.17,161.07,Second Class,2021-06-26,48.21
197,ORD68933,2019-08-14,Emma Miller,East,Florida,Office Supplies,Binders,Binders 752,7,665.41,0.06,89.58,Standard Class,2018-11-01,21.04
356,ORD50301,2018-07-06,Olivia Davis,North,Washington,Office Supplies,Paper,Paper 493,3,1492.32,0.1,280.16,First Class,2020-07-20,19.93
357,ORD54538,2020-12-16,Liam Martinez,East,Florida,Office Supplies,Pens,Pens 571,5,956.0,0.39,-161.03,First Class,2019-08-12,18.3
358,ORD76993,2017-05-21,Alice Williams,South,Florida,Furniture,Bookcases,Bookcases 224,10,2181.06,0.06,419.51,Same Day,2016-11-02,49.62
359,ORD85616,2020-12-17,John Smith,South,Arizona,Furniture,Tables,Tables 769,7,1356.88,0.45,-288.09,Second Class,2018-09-07,33.98
360,ORD67282,2016-03-16,Bob Brown,West,Arizona,Furniture,Tables,Tables 333,8,3683.24,0.35,-485.25,Standard Class,2015-02-28,42.59
361,ORD49852,2018-09-18,Bob Brown,North,New York,Office Supplies,Pens,Pens 713,10,3632.09,0.15,62.42,First Class,2020-10-25,20.61
362,ORD83708,2017-08-06,Emma Miller,East,Texas,Technology,Laptops,Laptops 254,5,1195.45,0.19,-94.75,Same Day,2022-11-07,46.74
363,ORD13585,2018-06-20,Liam Martinez,East,Florida,Office Supplies,Pens,Pens 524,4,1253.26,0.03,151.32,Same Day,2023-08-24,49.53
